Correlation_Pair;Correlation_Value;Absolute_Correlation
perct_VA11P <-> bullish_dsc_ask_bid_delta_imbalance;0.0702;0.0702
bullish_repeatAskBid_ratio <-> diffPriceClose_VA16PvaH;0.0701;0.0701
finished_auction_high <-> perctBB;0.0696;0.0696
bullish_asc_ask_bid_delta_imbalance <-> bear_imbalance_high_3;-0.0695;0.0695
bandWidthBB <-> bearish_bid_score;0.0692;0.0692
bearish_repeatAskBid_ratio <-> bandWidthBB;-0.0687;0.0687
diffHighPrice_0_4 <-> bearish_combined_pressure;-0.0685;0.0685
bullish_asc_ask_bid_delta_imbalance <-> bearish_imnbScore_score;0.0684;0.0684
bearish_market_context_score <-> bullish_asc_ask_bid_delta_imbalance;-0.0680;0.0680
bullish_imnbScore_score <-> price_volume_dynamic;0.0679;0.0679
bandWidthBB <-> bearish_dsc_ask_bid_imbalance;0.0679;0.0679
bearish_imnbScore_score <-> bullish_ask_score;0.0668;0.0668
perct_VA11P <-> bearish_bid_score;-0.0664;0.0664
diffPriceCloseVWAP <-> perct_VA21P;0.0664;0.0664
naked_poc_dist_above <-> price_volume_dynamic;0.0661;0.0661
bearish_repeatAskBid_ratio <-> bearish_dsc_ask_bid_imbalance;-0.0659;0.0659
bullish_dsc_ask_bid_delta_imbalance <-> vol_volatility_score;0.0658;0.0658
perct_VA21P <-> bearish_bid_score;-0.0657;0.0657
diffHighPrice_0_4 <-> bullish_dsc_ask_bid_delta_imbalance;0.0655;0.0655
diffPriceClose_VA16PvaH <-> bear_imbalance_high_2;-0.0655;0.0655
perct_VA21P <-> bear_imbalance_high_2;-0.0649;0.0649
bullish_asc_ask_bid_delta_imbalance <-> bearish_bid_score;0.0648;0.0648
diffPriceClose_VA11PvaH <-> bearish_imnbScore_score;-0.0648;0.0648
diffHighPrice_0_4 <-> diffPriceCloseVWAP;0.0647;0.0647
perct_VA6P <-> bear_imbalance_high_2;-0.0647;0.0647
diffVolCandle_0_1Ratio <-> bear_imbalance_high_2;-0.0645;0.0645
bullish_dsc_ask_bid_delta_imbalance <-> diffPriceClose_VA11PvaH;0.0642;0.0642
diffHighPrice_0_4 <-> finished_auction_high;0.0640;0.0640
bandWidthBB <-> bearish_imnbScore_score;0.0633;0.0633
bearish_dsc_ask_bid_delta_imbalance <-> bearish_combined_pressure;0.0630;0.0630
diffPriceClose_VA11PvaH <-> bear_imbalance_high_2;-0.0628;0.0628
range_strength_5_23 <-> bullish_ask_score;-0.0625;0.0625
perct_VA6P <-> bearish_bid_score;-0.0625;0.0625
bandWidthBB <-> imbalance_score_low;-0.0625;0.0625
bullish_asc_ask_bid_delta_imbalance <-> cumDiffVolDeltaRatio;-0.0622;0.0622
diffPriceClose_VA11PvaH <-> bear_imbalance_high_3;-0.0620;0.0620
bearish_absorption_intensity_repeat_count <-> finished_auction_high;0.0619;0.0619
bearish_repeatAskBid_ratio <-> bearish_combined_pressure;-0.0617;0.0617
bullish_asc_ask_bid_delta_imbalance <-> bearish_dsc_ask_bid_imbalance;0.0614;0.0614
bearish_dsc_ask_bid_delta_imbalance <-> diffPriceClose_VA16PvaH;0.0612;0.0612
diffHighPrice_0_4 <-> bear_imbalance_high_3;-0.0611;0.0611
perct_VA11P <-> bear_imbalance_high_2;-0.0610;0.0610
bearish_dsc_ask_bid_delta_imbalance <-> bandWidthBB;-0.0604;0.0604
range_strength_5_23 <-> bearish_ask_abs_ratio_abv;-0.0600;0.0600
diffPriceCloseVWAP <-> perctBB;0.0599;0.0599
diffVolCandle_0_1Ratio <-> bullish_ask_score;0.0598;0.0598
perct_VA11P <-> bearish_combined_pressure;-0.0594;0.0594
VolPocVolCandleRatio <-> bandWidthBB;0.0590;0.0590
cumDiffVolDeltaRatio <-> bullish_ask_ratio;-0.0588;0.0588
finished_auction_high <-> cumDiffVolDeltaRatio;0.0587;0.0587
bull_imbalance_high_0 <-> deltaTimestampOpeningSection5min;-0.0585;0.0585
bear_imbalance_high_3 <-> diffPriceClose_VA16PvaH;-0.0585;0.0585
bearish_asc_dynamics <-> vol_volatility_score;0.0579;0.0579
bearish_dsc_ask_bid_delta_imbalance <-> diffPriceClose_VA11PvaH;0.0577;0.0577
bandWidthBB <-> bearish_ask_abs_ratio_abv;-0.0575;0.0575
bearish_absorption_intensity_repeat_count <-> bandWidthBB;-0.0567;0.0567
diffVolCandle_0_1Ratio <-> price_volume_dynamic;0.0566;0.0566
bullish_dsc_ask_bid_delta_imbalance <-> bearish_asc_dynamics;0.0565;0.0565
bearish_absorption_intensity_repeat_count <-> price_volume_dynamic;0.0564;0.0564
bullish_ask_score <-> bearish_dsc_ask_bid_imbalance;0.0562;0.0562
diffHighPrice_0_4 <-> bearish_imnbScore_score;-0.0555;0.0555
bullish_imnbScore_score <-> cumDiffVolDeltaRatio;-0.0555;0.0555
perct_VA6P <-> bandWidthBB;-0.0553;0.0553
deltaTimestampOpeningSection5min <-> finished_auction_high;-0.0550;0.0550
diffPriceCloseVWAP <-> bearish_repeatAskBid_ratio;-0.0549;0.0549
diffPriceClose_VA16PvaH <-> bearish_imnbScore_score;-0.0549;0.0549
bearish_dsc_ask_bid_delta_imbalance <-> perct_VA21P;0.0545;0.0545
bullish_asc_ask_bid_delta_imbalance <-> vol_volatility_score;0.0537;0.0537
diffPriceCloseVWAP <-> diffPriceClose_VA11PvaH;0.0536;0.0536
perct_VA21P <-> bearish_imnbScore_score;-0.0533;0.0533
bullish_asc_ask_bid_delta_imbalance <-> bearish_asc_dynamics;0.0533;0.0533
range_strength_5_23 <-> bullish_imnbScore_score;-0.0532;0.0532
bearish_asc_dynamics <-> bullish_repeatAskBid_ratio;-0.0527;0.0527
bearish_market_context_score <-> bearish_asc_dynamics;-0.0523;0.0523
diffVolCandle_0_1Ratio <-> finished_auction_high;-0.0520;0.0520
bull_imbalance_high_0 <-> bearish_combined_pressure;0.0516;0.0516
diffVolCandle_0_1Ratio <-> cumDiffVolDeltaRatio;0.0515;0.0515
vol_volatility_score <-> bandWidthBB;0.0508;0.0508
bearish_market_context_score <-> imbalance_score_low;-0.0506;0.0506
diffPriceCloseVWAP <-> deltaTimestampOpeningSection5min;0.0505;0.0505
bull_imbalance_high_0 <-> VolPocVolCandleRatio;-0.0501;0.0501
bearish_repeatAskBid_ratio <-> bullish_dsc_ask_bid_delta_imbalance;0.0501;0.0501
bearish_dsc_ask_bid_delta_imbalance <-> price_volume_dynamic;0.0497;0.0497
range_strength_5_23 <-> bullish_ask_ratio;-0.0492;0.0492
bullish_repeatAskBid_ratio <-> bandWidthBB;-0.0492;0.0492
bullish_dsc_ask_bid_delta_imbalance <-> cumDiffVolDeltaRatio;-0.0490;0.0490
bearish_bid_score <-> bullish_ask_score;0.0489;0.0489
diffHighPrice_0_4 <-> bear_imbalance_high_2;-0.0488;0.0488
VolPocVolCandleRatio <-> poc_diff_ratio_6P_16P;0.0488;0.0488
bullish_repeatAskBid_ratio <-> bearish_combined_pressure;-0.0487;0.0487
bearish_asc_dynamics <-> bandWidthBB;-0.0483;0.0483
bearish_repeatAskBid_ratio <-> bear_imbalance_high_2;-0.0479;0.0479
perct_VA6P <-> cumDiffVolDeltaRatio;0.0479;0.0479
bear_imbalance_high_3 <-> bear_imbalance_high_2;0.0479;0.0479
bullish_ask_score <-> price_volume_dynamic;0.0479;0.0479
diffPriceCloseVWAP <-> bull_imbalance_high_0;0.0478;0.0478
bullish_asc_ask_bid_delta_imbalance <-> deltaTimestampOpeningSection5min;-0.0475;0.0475
bull_imbalance_high_0 <-> price_volume_dynamic;0.0470;0.0470
bearish_absorption_intensity_repeat_count <-> cumDiffVolDeltaRatio;0.0461;0.0461
cumDiffVolDeltaRatio <-> imbalance_score_low;-0.0461;0.0461
naked_poc_dist_above <-> bearish_combined_pressure;-0.0458;0.0458
bearish_asc_dynamics <-> price_volume_dynamic;0.0458;0.0458
range_strength_5_23 <-> finished_auction_high;0.0457;0.0457
VolPocVolCandleRatio <-> price_volume_dynamic;-0.0453;0.0453
bearish_ask_abs_ratio_abv <-> poc_diff_ratio_6P_16P;-0.0451;0.0451
deltaTimestampOpeningSection5min <-> bullish_imnbScore_score;-0.0450;0.0450
bearish_market_context_score <-> bullish_dsc_ask_bid_delta_imbalance;-0.0449;0.0449
range_strength_5_23 <-> cumDiffVolDeltaRatio;-0.0443;0.0443
deltaTimestampOpeningSection5min <-> bear_imbalance_high_2;0.0442;0.0442
bearish_asc_dynamics <-> bullish_ask_ratio;0.0440;0.0440
bullish_imnbScore_score <-> bearish_dsc_ask_bid_imbalance;-0.0436;0.0436
bull_imbalance_high_0 <-> cumDiffVolDeltaRatio;0.0435;0.0435
bullish_ask_ratio <-> bearish_dsc_ask_bid_imbalance;0.0434;0.0434
bearish_dsc_ask_bid_delta_imbalance <-> poc_diff_ratio_6P_16P;-0.0433;0.0433
perct_VA21P <-> bear_imbalance_high_3;-0.0432;0.0432
bullish_asc_ask_bid_delta_imbalance <-> bull_imbalance_high_0;0.0431;0.0431
bullish_ask_ratio <-> bear_imbalance_high_2;-0.0430;0.0430
range_strength_5_23 <-> deltaTimestampOpeningSection5min;-0.0428;0.0428
bearish_asc_dynamics <-> bullish_ask_score;0.0421;0.0421
price_volume_dynamic <-> bearish_dsc_ask_bid_imbalance;-0.0419;0.0419
bearish_combined_pressure <-> cumDiffVolDeltaRatio;-0.0415;0.0415
bullish_asc_ask_bid_delta_imbalance <-> bearish_repeatAskBid_ratio;-0.0414;0.0414
bullish_dsc_ask_bid_delta_imbalance <-> bear_imbalance_high_3;-0.0413;0.0413
finished_auction_high <-> price_volume_dynamic;0.0412;0.0412
vol_volatility_score <-> cumDiffVolDeltaRatio;-0.0412;0.0412
bear_imbalance_high_3 <-> bandWidthBB;0.0409;0.0409
bullish_repeatAskBid_ratio <-> bearish_ask_abs_ratio_abv;0.0408;0.0408
deltaTimestampOpeningSection5min <-> bearish_ask_abs_ratio_abv;-0.0407;0.0407
bearish_dsc_ask_bid_delta_imbalance <-> perct_VA11P;0.0404;0.0404
bullish_imnbScore_score <-> finished_auction_high;0.0404;0.0404
perct_VA11P <-> price_volume_dynamic;0.0403;0.0403
bearish_bid_score <-> price_volume_dynamic;-0.0401;0.0401
naked_poc_dist_above <-> bandWidthBB;-0.0392;0.0392
bandWidthBB <-> price_volume_dynamic;0.0392;0.0392
perct_VA6P <-> bearish_combined_pressure;-0.0390;0.0390
bullish_asc_ask_bid_delta_imbalance <-> finished_auction_high;0.0389;0.0389
deltaTimestampOpeningSection5min <-> bearish_asc_dynamics;-0.0388;0.0388
bearish_imnbScore_score <-> cumDiffVolDeltaRatio;0.0382;0.0382
diffPriceCloseVWAP <-> bandWidthBB;0.0380;0.0380
bullish_repeatAskBid_ratio <-> imbalance_score_low;0.0379;0.0379
bearish_market_context_score <-> cumDiffVolDeltaRatio;-0.0377;0.0377
range_strength_5_23 <-> price_volume_dynamic;0.0376;0.0376
bearish_asc_dynamics <-> bearish_combined_pressure;-0.0371;0.0371
range_strength_5_23 <-> perct_VA6P;0.0369;0.0369
bearish_imnbScore_score <-> poc_diff_ratio_6P_16P;0.0369;0.0369
bullish_asc_ask_bid_delta_imbalance <-> bear_imbalance_high_2;-0.0368;0.0368
range_strength_5_23 <-> diffPriceClose_VA16PvaH;0.0368;0.0368
VolPocVolCandleRatio <-> bearish_combined_pressure;0.0365;0.0365
bearish_repeatAskBid_ratio <-> price_volume_dynamic;0.0362;0.0362
bearish_market_context_score <-> bandWidthBB;0.0360;0.0360
diffPriceCloseVWAP <-> bullish_repeatAskBid_ratio;-0.0358;0.0358
bullish_ask_ratio <-> poc_diff_ratio_6P_16P;-0.0357;0.0357
perct_VA21P <-> bullish_dsc_ask_bid_delta_imbalance;0.0356;0.0356
bearish_dsc_ask_bid_delta_imbalance <-> bullish_asc_ask_bid_delta_imbalance;-0.0351;0.0351
perct_VA11P <-> bear_imbalance_high_3;-0.0351;0.0351
bullish_dsc_ask_bid_delta_imbalance <-> diffPriceClose_VA16PvaH;0.0351;0.0351
bullish_imnbScore_score <-> bearish_bid_score;-0.0351;0.0351
bearish_imnbScore_score <-> bullish_ask_ratio;0.0345;0.0345
diffPriceCloseVWAP <-> finished_auction_high;0.0342;0.0342
bullish_repeatAskBid_ratio <-> price_volume_dynamic;0.0341;0.0341
bearish_dsc_ask_bid_delta_imbalance <-> finished_auction_high;-0.0333;0.0333
bullish_imnbScore_score <-> bearish_combined_pressure;-0.0332;0.0332
finished_auction_high <-> bullish_ask_score;0.0329;0.0329
bullish_repeatAskBid_ratio <-> finished_auction_high;-0.0328;0.0328
perct_VA11P <-> range_strength_5_23;0.0324;0.0324
bullish_repeatAskBid_ratio <-> bearish_dsc_ask_bid_imbalance;-0.0324;0.0324
bullish_dsc_ask_bid_delta_imbalance <-> poc_diff_ratio_6P_16P;-0.0322;0.0322
bull_imbalance_high_0 <-> bullish_imnbScore_score;0.0321;0.0321
bearish_bid_score <-> poc_diff_ratio_6P_16P;0.0320;0.0320
diffVolCandle_0_1Ratio <-> bandWidthBB;-0.0319;0.0319
range_strength_5_23 <-> bull_imbalance_high_0;0.0318;0.0318
vol_volatility_score <-> bear_imbalance_high_2;-0.0316;0.0316
deltaTimestampOpeningSection5min <-> bearish_combined_pressure;0.0310;0.0310
bearish_bid_score <-> bullish_ask_ratio;0.0310;0.0310
poc_diff_ratio_6P_16P <-> bearish_dsc_ask_bid_imbalance;0.0305;0.0305
cumDiffVolDeltaRatio <-> bear_imbalance_high_2;-0.0304;0.0304
poc_diff_ratio_6P_16P <-> imbalance_score_low;-0.0302;0.0302
bullish_asc_ask_bid_delta_imbalance <-> range_strength_5_23;-0.0301;0.0301
naked_poc_dist_above <-> range_strength_5_23;0.0299;0.0299
bullish_asc_ask_bid_delta_imbalance <-> diffVolCandle_0_1Ratio;0.0299;0.0299
deltaTimestampOpeningSection5min <-> bullish_ask_score;-0.0293;0.0293
bearish_bid_score <-> cumDiffVolDeltaRatio;0.0292;0.0292
bullish_ask_score <-> bear_imbalance_high_2;-0.0292;0.0292
bearish_absorption_intensity_repeat_count <-> bearish_market_context_score;-0.0289;0.0289
bearish_market_context_score <-> bearish_imnbScore_score;-0.0289;0.0289
bearish_combined_pressure <-> bullish_ask_score;-0.0284;0.0284
bullish_imnbScore_score <-> bandWidthBB;0.0282;0.0282
diffVolCandle_0_1Ratio <-> bearish_combined_pressure;-0.0281;0.0281
price_volume_dynamic <-> imbalance_score_low;0.0279;0.0279
bearish_absorption_intensity_repeat_count <-> deltaTimestampOpeningSection5min;0.0277;0.0277
naked_poc_dist_above <-> deltaTimestampOpeningSection5min;-0.0276;0.0276
diffVolCandle_0_1Ratio <-> bullish_ask_ratio;0.0272;0.0272
bullish_imnbScore_score <-> bear_imbalance_high_3;-0.0270;0.0270
bearish_repeatAskBid_ratio <-> bullish_ask_score;0.0268;0.0268
diffPriceCloseVWAP <-> bullish_imnbScore_score;0.0267;0.0267
diffPriceCloseVWAP <-> poc_diff_ratio_6P_16P;0.0265;0.0265
finished_auction_high <-> bandWidthBB;0.0263;0.0263
range_strength_5_23 <-> imbalance_score_low;-0.0262;0.0262
bandWidthBB <-> bear_imbalance_high_2;0.0261;0.0261
naked_poc_dist_above <-> vol_volatility_score;0.0258;0.0258
bearish_market_context_score <-> poc_diff_ratio_6P_16P;0.0257;0.0257
bull_imbalance_high_0 <-> bullish_ask_score;0.0257;0.0257
bear_imbalance_high_3 <-> poc_diff_ratio_6P_16P;0.0255;0.0255
diffPriceCloseVWAP <-> bearish_asc_dynamics;0.0251;0.0251
finished_auction_high <-> bearish_imnbScore_score;-0.0250;0.0250
naked_poc_dist_above <-> diffPriceClose_VA16PvaH;0.0247;0.0247
diffPriceCloseVWAP <-> VolPocVolCandleRatio;0.0246;0.0246
perct_VA11P <-> deltaTimestampOpeningSection5min;0.0242;0.0242
bear_imbalance_high_3 <-> price_volume_dynamic;-0.0242;0.0242
deltaTimestampOpeningSection5min <-> bearish_dsc_ask_bid_imbalance;0.0239;0.0239
diffPriceClose_VA11PvaH <-> poc_diff_ratio_6P_16P;-0.0235;0.0235
bullish_dsc_ask_bid_delta_imbalance <-> bear_imbalance_high_2;-0.0232;0.0232
naked_poc_dist_above <-> bearish_dsc_ask_bid_imbalance;-0.0231;0.0231
deltaTimestampOpeningSection5min <-> perct_VA6P;0.0231;0.0231
finished_auction_high <-> imbalance_score_low;0.0231;0.0231
bearish_market_context_score <-> bear_imbalance_high_3;-0.0230;0.0230
bearish_dsc_ask_bid_delta_imbalance <-> bullish_ask_score;-0.0229;0.0229
bullish_ask_ratio <-> price_volume_dynamic;0.0226;0.0226
bearish_asc_dynamics <-> poc_diff_ratio_6P_16P;-0.0225;0.0225
bearish_dsc_ask_bid_delta_imbalance <-> bullish_imnbScore_score;0.0223;0.0223
bullish_asc_ask_bid_delta_imbalance <-> price_volume_dynamic;0.0223;0.0223
cumDiffVolDeltaRatio <-> bearish_ask_abs_ratio_abv;0.0223;0.0223
bull_imbalance_high_0 <-> poc_diff_ratio_6P_16P;0.0222;0.0222
cumDiffVolDeltaRatio <-> bearish_dsc_ask_bid_imbalance;0.0222;0.0222
bearish_absorption_intensity_repeat_count <-> bearish_combined_pressure;-0.0221;0.0221
naked_poc_dist_above <-> diffPriceClose_VA11PvaH;0.0221;0.0221
deltaTimestampOpeningSection5min <-> bearish_imnbScore_score;-0.0219;0.0219
bearish_market_context_score <-> range_strength_5_23;-0.0216;0.0216
naked_poc_dist_above <-> bearish_bid_score;-0.0215;0.0215
finished_auction_high <-> bullish_ask_ratio;0.0214;0.0214
bullish_repeatAskBid_ratio <-> bear_imbalance_high_2;-0.0213;0.0213
finished_auction_high <-> vol_volatility_score;-0.0212;0.0212
bearish_dsc_ask_bid_delta_imbalance <-> range_strength_5_23;-0.0211;0.0211
range_strength_5_23 <-> bear_imbalance_high_2;-0.0211;0.0211
bearish_repeatAskBid_ratio <-> bullish_imnbScore_score;0.0210;0.0210
bullish_dsc_ask_bid_delta_imbalance <-> bandWidthBB;-0.0210;0.0210
diffPriceCloseVWAP <-> bearish_market_context_score;-0.0208;0.0208
diffVolCandle_0_1Ratio <-> bull_imbalance_high_0;0.0208;0.0208
diffPriceCloseVWAP <-> vol_volatility_score;0.0207;0.0207
price_volume_dynamic <-> bear_imbalance_high_2;-0.0206;0.0206
naked_poc_dist_above <-> bearish_repeatAskBid_ratio;-0.0205;0.0205
perct_VA21P <-> range_strength_5_23;-0.0204;0.0204
perct_VA21P <-> deltaTimestampOpeningSection5min;0.0204;0.0204
bull_imbalance_high_0 <-> bear_imbalance_high_3;0.0203;0.0203
price_volume_dynamic <-> poc_diff_ratio_6P_16P;0.0203;0.0203
poc_diff_ratio_6P_16P <-> bear_imbalance_high_2;0.0200;0.0200
deltaTimestampOpeningSection5min <-> bear_imbalance_high_3;0.0197;0.0197
bull_imbalance_high_0 <-> bear_imbalance_high_2;0.0195;0.0195
bearish_combined_pressure <-> bandWidthBB;-0.0194;0.0194
naked_poc_dist_above <-> bearish_imnbScore_score;-0.0193;0.0193
deltaTimestampOpeningSection5min <-> diffPriceClose_VA11PvaH;0.0193;0.0193
bull_imbalance_high_0 <-> diffPriceClose_VA16PvaH;0.0192;0.0192
perct_VA11P <-> poc_diff_ratio_6P_16P;-0.0191;0.0191
bearish_combined_pressure <-> bearish_imnbScore_score;0.0185;0.0185
bearish_market_context_score <-> naked_poc_dist_above;-0.0182;0.0182
vol_volatility_score <-> poc_diff_ratio_6P_16P;-0.0174;0.0174
bearish_combined_pressure <-> bullish_ask_ratio;-0.0173;0.0173
perct_VA11P <-> diffPriceCloseVWAP;0.0172;0.0172
bearish_market_context_score <-> finished_auction_high;-0.0172;0.0172
range_strength_5_23 <-> bearish_dsc_ask_bid_imbalance;-0.0167;0.0167
bearish_absorption_intensity_repeat_count <-> diffPriceCloseVWAP;-0.0166;0.0166
diffHighPrice_0_4 <-> deltaTimestampOpeningSection5min;0.0165;0.0165
naked_poc_dist_above <-> bearish_asc_dynamics;0.0162;0.0162
diffPriceCloseVWAP <-> diffVolCandle_0_1Ratio;0.0161;0.0161
diffHighPrice_0_4 <-> range_strength_5_23;-0.0160;0.0160
diffPriceCloseVWAP <-> bearish_imnbScore_score;0.0160;0.0160
naked_poc_dist_above <-> poc_diff_ratio_6P_16P;-0.0160;0.0160
bull_imbalance_high_0 <-> perct_VA6P;-0.0160;0.0160
perct_VA21P <-> bull_imbalance_high_0;0.0158;0.0158
deltaTimestampOpeningSection5min <-> diffPriceClose_VA16PvaH;0.0157;0.0157
bull_imbalance_high_0 <-> perctBB;0.0156;0.0156
bandWidthBB <-> bullish_ask_ratio;-0.0156;0.0156
bearish_combined_pressure <-> imbalance_score_low;-0.0155;0.0155
range_strength_5_23 <-> bullish_dsc_ask_bid_delta_imbalance;-0.0150;0.0150
finished_auction_high <-> bearish_combined_pressure;-0.0147;0.0147
naked_poc_dist_above <-> imbalance_score_low;0.0145;0.0145
range_strength_5_23 <-> bearish_asc_dynamics;-0.0145;0.0145
bullish_imnbScore_score <-> bear_imbalance_high_2;-0.0143;0.0143
bearish_dsc_ask_bid_delta_imbalance <-> deltaTimestampOpeningSection5min;-0.0142;0.0142
deltaTimestampOpeningSection5min <-> vol_volatility_score;-0.0133;0.0133
bearish_repeatAskBid_ratio <-> cumDiffVolDeltaRatio;0.0132;0.0132
bullish_ask_score <-> poc_diff_ratio_6P_16P;-0.0130;0.0130
finished_auction_high <-> poc_diff_ratio_6P_16P;0.0124;0.0124
diffPriceCloseVWAP <-> bearish_ask_abs_ratio_abv;0.0121;0.0121
diffPriceCloseVWAP <-> perct_VA6P;-0.0120;0.0120
bull_imbalance_high_0 <-> bearish_imnbScore_score;-0.0119;0.0119
bullish_dsc_ask_bid_delta_imbalance <-> bearish_dsc_ask_bid_imbalance;0.0119;0.0119
deltaTimestampOpeningSection5min <-> perctBB;0.0116;0.0116
bearish_combined_pressure <-> bearish_ask_abs_ratio_abv;0.0110;0.0110
diffPriceCloseVWAP <-> bearish_dsc_ask_bid_imbalance;-0.0106;0.0106
bearish_combined_pressure <-> bearish_dsc_ask_bid_imbalance;-0.0105;0.0105
bearish_dsc_ask_bid_delta_imbalance <-> perct_VA6P;0.0103;0.0103
finished_auction_high <-> bear_imbalance_high_2;0.0103;0.0103
bearish_market_context_score <-> deltaTimestampOpeningSection5min;-0.0102;0.0102
deltaTimestampOpeningSection5min <-> poc_diff_ratio_6P_16P;-0.0101;0.0101
perct_VA6P <-> price_volume_dynamic;-0.0100;0.0100
deltaTimestampOpeningSection5min <-> VolPocVolCandleRatio;0.0098;0.0098
finished_auction_high <-> bear_imbalance_high_3;-0.0095;0.0095
naked_poc_dist_above <-> finished_auction_high;0.0093;0.0093
bullish_asc_ask_bid_delta_imbalance <-> bearish_combined_pressure;-0.0093;0.0093
bear_imbalance_high_3 <-> cumDiffVolDeltaRatio;0.0093;0.0093
deltaTimestampOpeningSection5min <-> bandWidthBB;0.0090;0.0090
bullish_repeatAskBid_ratio <-> cumDiffVolDeltaRatio;-0.0090;0.0090
bearish_combined_pressure <-> bear_imbalance_high_3;0.0088;0.0088
bearish_dsc_ask_bid_delta_imbalance <-> diffPriceCloseVWAP;-0.0087;0.0087
diffPriceCloseVWAP <-> bullish_ask_score;0.0087;0.0087
range_strength_5_23 <-> diffVolCandle_0_1Ratio;0.0085;0.0085
bullish_imnbScore_score <-> bearish_imnbScore_score;0.0085;0.0085
bullish_imnbScore_score <-> poc_diff_ratio_6P_16P;0.0084;0.0084
bull_imbalance_high_0 <-> bandWidthBB;0.0083;0.0083
deltaTimestampOpeningSection5min <-> bullish_ask_ratio;-0.0083;0.0083
diffPriceCloseVWAP <-> bullish_dsc_ask_bid_delta_imbalance;-0.0082;0.0082
deltaTimestampOpeningSection5min <-> imbalance_score_low;-0.0081;0.0081
diffPriceCloseVWAP <-> bullish_ask_ratio;-0.0080;0.0080
bearish_asc_dynamics <-> cumDiffVolDeltaRatio;-0.0076;0.0076
diffPriceCloseVWAP <-> bear_imbalance_high_3;0.0075;0.0075
bull_imbalance_high_0 <-> diffPriceClose_VA11PvaH;0.0075;0.0075
deltaTimestampOpeningSection5min <-> cumDiffVolDeltaRatio;-0.0075;0.0075
perct_VA6P <-> bear_imbalance_high_3;-0.0075;0.0075
bullish_dsc_ask_bid_delta_imbalance <-> price_volume_dynamic;0.0074;0.0074
bull_imbalance_high_0 <-> imbalance_score_low;-0.0073;0.0073
bearish_combined_pressure <-> bearish_bid_score;-0.0073;0.0073
naked_poc_dist_above <-> bullish_dsc_ask_bid_delta_imbalance;0.0070;0.0070
naked_poc_dist_above <-> bear_imbalance_high_3;-0.0069;0.0069
naked_poc_dist_above <-> diffVolCandle_0_1Ratio;0.0068;0.0068
bearish_dsc_ask_bid_delta_imbalance <-> cumDiffVolDeltaRatio;0.0067;0.0067
naked_poc_dist_above <-> cumDiffVolDeltaRatio;-0.0066;0.0066
range_strength_5_23 <-> bearish_bid_score;0.0066;0.0066
bullish_dsc_ask_bid_delta_imbalance <-> finished_auction_high;0.0066;0.0066
bullish_dsc_ask_bid_delta_imbalance <-> bearish_combined_pressure;-0.0066;0.0066
bearish_dsc_ask_bid_delta_imbalance <-> naked_poc_dist_above;0.0065;0.0065
bullish_asc_ask_bid_delta_imbalance <-> bandWidthBB;0.0065;0.0065
perct_VA21P <-> naked_poc_dist_above;0.0061;0.0061
naked_poc_dist_above <-> bull_imbalance_high_0;-0.0061;0.0061
diffVolCandle_0_1Ratio <-> poc_diff_ratio_6P_16P;0.0058;0.0058
naked_poc_dist_above <-> bear_imbalance_high_2;-0.0057;0.0057
bullish_dsc_ask_bid_delta_imbalance <-> bearish_bid_score;0.0057;0.0057
naked_poc_dist_above <-> perctBB;-0.0055;0.0055
bullish_dsc_ask_bid_delta_imbalance <-> bearish_imnbScore_score;0.0055;0.0055
diffHighPrice_0_4 <-> bull_imbalance_high_0;0.0052;0.0052
perct_VA11P <-> bull_imbalance_high_0;-0.0051;0.0051
diffPriceCloseVWAP <-> imbalance_score_low;-0.0051;0.0051
range_strength_5_23 <-> bear_imbalance_high_3;0.0050;0.0050
range_strength_5_23 <-> bearish_imnbScore_score;0.0050;0.0050
bull_imbalance_high_0 <-> bullish_ask_ratio;0.0050;0.0050
bearish_dsc_ask_bid_delta_imbalance <-> bullish_ask_ratio;0.0048;0.0048
bearish_dsc_ask_bid_delta_imbalance <-> bullish_dsc_ask_bid_delta_imbalance;0.0044;0.0044
naked_poc_dist_above <-> bullish_ask_ratio;0.0042;0.0042
perct_VA11P <-> naked_poc_dist_above;-0.0041;0.0041
naked_poc_dist_above <-> VolPocVolCandleRatio;-0.0039;0.0039
naked_poc_dist_above <-> perct_VA6P;-0.0038;0.0038
naked_poc_dist_above <-> bullish_ask_score;-0.0037;0.0037
diffHighPrice_0_4 <-> naked_poc_dist_above;0.0034;0.0034
bearish_imnbScore_score <-> price_volume_dynamic;0.0034;0.0034
naked_poc_dist_above <-> bearish_ask_abs_ratio_abv;0.0029;0.0029
range_strength_5_23 <-> bearish_combined_pressure;-0.0029;0.0029
naked_poc_dist_above <-> bullish_imnbScore_score;-0.0028;0.0028
bullish_dsc_ask_bid_delta_imbalance <-> deltaTimestampOpeningSection5min;0.0027;0.0027
deltaTimestampOpeningSection5min <-> bearish_bid_score;0.0027;0.0027
bearish_combined_pressure <-> poc_diff_ratio_6P_16P;-0.0019;0.0019
bull_imbalance_high_0 <-> bullish_dsc_ask_bid_delta_imbalance;-0.0016;0.0016
bandWidthBB <-> bullish_ask_score;0.0016;0.0016
naked_poc_dist_above <-> bullish_repeatAskBid_ratio;0.0014;0.0014
diffPriceCloseVWAP <-> bear_imbalance_high_2;0.0013;0.0013
